run_id,num_stories,num_bays_x,num_bays_z,story_height,bay_width_x,bay_width_z,G_k,Q_k,W_k,total_height_m,delta_sway_mm,delta_sway_lim_mm,util_sway,sway_status,beam_M_u_kNm,col_P_u_kN,optimal_beam_sec,optimal_col_sec,beam_mass_kg_m,col_mass_kg_m,beam_util_pct,col_util_pct,total_steel_weight_kg
4257,2,1,3,3.5,7.94,4.75,11.52,6.83,1.87,7.0,5.43,14.0,0.388,Pass,140.56,465.63,UB 457x191x67,UC 203x203x60,67.1,60.0,73.23,99.29,11446.89
4258,2,2,2,3.91,4.27,4.51,28.72,10.34,10.74,7.82,20.56,15.64,1.3144,Fail,158.66,1028.3,UB 305x165x40,UC 254x254x89,40.5,89.0,92.31,90.52,10530.9
4259,5,2,3,4.34,6.23,7.04,26.93,9.54,13.84,21.7,212.24,43.4,4.8903,Fail,708.49,3433.39,UB 610x229x101,UC 305x305x118,101.2,118.0,89.46,242.99,88006.4
4260,5,2,3,4.13,6.03,6.43,15.21,4.58,14.29,20.65,181.46,41.3,4.3938,Fail,620.59,1739.13,UB 610x229x101,UC 305x305x118,101.2,118.0,78.36,178.98,82932.06
4261,2,1,2,3.24,6.51,5.04,10.12,9.42,20.77,6.48,40.94,12.96,3.1591,Fail,310.08,547.16,UB 457x191x67,UC 305x305x97,67.1,96.9,77.76,83.63,9093.87
4262,2,1,2,4.22,6.93,5.69,8.33,2.06,3.01,8.44,15.37,16.88,0.9103,Pass,99.65,292.95,UB 305x165x40,UC 203x203x46,40.5,46.1,95.35,87.13,5862.05
4263,4,2,2,3.88,6.87,4.04,17.2,4.65,2.7,15.52,20.17,31.04,0.65,Pass,164.43,1362.01,UB 406x178x54,UC 254x254x89,54.3,89.0,88.8,86.66,26649.43
4264,5,1,3,4.24,7.45,4.97,29.9,10.47,20.92,21.2,573.44,42.4,13.5246,Fail,1763.71,3032.14,UB 610x229x101,UC 305x305x118,101.2,118.0,222.69,347.97,50180.52
4265,3,3,2,3.34,5.55,5.68,8.75,4.5,10.33,10.02,17.62,20.04,0.8794,Pass,124.57,657.01,UB 305x165x40,UC 254x254x73,40.5,73.1,72.48,79.07,20379.43
4266,3,2,2,3.31,6.95,5.96,14.34,10.06,7.23,9.93,19.15,19.86,0.9641,Pass,197.26,1406.17,UB 457x191x67,UC 254x254x89,67.1,89.0,65.3,93.66,23546.63
4267,5,3,2,4.2,4.01,5.19,5.21,14.67,0.88,21.0,7.01,42.0,0.1669,Pass,72.86,1357.76,UB 254x146x31,UC 254x254x73,31.1,73.1,68.13,90.52,30489.56
4268,2,2,1,3.03,7.01,5.23,18.09,11.22,7.62,6.06,7.41,12.12,0.6113,Pass,201.62,821.0,UB 457x191x67,UC 254x254x73,67.1,73.1,80.49,88.24,8526.48
4269,4,1,3,4.19,4.51,6.9,24.68,12.91,2.02,16.76,27.72,33.52,0.8271,Pass,230.91,2030.52,UB 406x178x54,UC 305x305x118,54.3,118.0,77.03,85.9,28731.81
4270,5,3,3,4.13,4.05,4.97,29.39,2.04,21.08,20.65,157.99,41.3,3.8255,Fail,665.16,1963.87,UB 610x229x101,UC 305x305x118,101.2,118.0,83.99,189.73,93756.64
4271,5,2,3,4.0,5.65,4.55,6.68,6.35,22.96,20.0,252.63,40.0,6.3157,Fail,893.62,1107.24,UB 610x229x101,UC 305x305x118,101.2,118.0,112.83,221.95,71911.9
4272,1,3,1,3.14,7.72,6.01,6.97,8.3,15.07,3.14,3.37,6.28,0.5362,Pass,132.52,240.72,UB 406x178x54,UC 203x203x46,54.3,46.1,88.06,83.76,4978.58
4273,2,3,2,3.64,5.57,5.57,23.0,10.02,12.0,7.28,14.05,14.56,0.9652,Pass,164.95,1090.51,UB 406x178x54,UC 254x254x73,54.3,73.1,71.52,95.69,16669.35
4274,5,1,3,3.37,5.66,7.4,19.54,5.64,0.25,16.85,2.74,33.7,0.0812,Pass,173.58,1817.86,UB 356x171x45,UC 305x305x97,45.0,96.9,88.44,86.99,28146.12
4275,2,3,2,3.92,6.87,6.67,20.03,14.84,0.77,7.84,1.49,15.68,0.0953,Pass,220.86,1413.66,UB 457x191x67,UC 305x305x97,67.1,96.9,90.13,84.33,24574.85
4276,2,2,2,3.33,6.53,4.79,23.56,10.58,3.88,6.66,5.1,13.32,0.3832,Pass,194.57,1154.21,UB 457x191x67,UC 254x254x89,67.1,89.0,75.78,84.4,14449.52
4277,3,3,2,3.19,6.76,7.81,13.25,7.87,2.45,9.57,4.07,19.14,0.2128,Pass,177.69,1354.78,UB 406x178x54,UC 254x254x73,54.3,73.1,81.77,99.53,28483.63
4278,3,1,3,3.37,5.48,6.01,18.89,7.93,1.68,10.11,7.19,20.22,0.3558,Pass,125.49,1018.07,UB 356x171x45,UC 254x254x73,45.0,73.1,85.49,78.8,13739.63
4279,4,2,1,3.43,7.42,5.17,18.55,2.94,8.89,13.72,45.39,27.44,1.6541,Fail,263.92,1204.41,UB 457x191x67,UC 305x305x97,67.1,96.9,69.99,94.4,20105.8
4280,5,3,1,3.76,7.6,7.64,27.67,2.96,3.02,18.8,22.18,37.6,0.5899,Pass,248.8,2406.89,UB 533x210x82,UC 305x305x118,82.2,118.0,66.34,101.09,49048.96
4281,5,2,2,3.74,5.07,4.36,15.0,3.1,21.43,18.7,177.22,37.4,4.7386,Fail,741.22,1203.15,UB 610x229x101,UC 305x305x118,101.2,118.0,93.59,189.13,48488.88
4282,4,2,2,3.21,7.61,4.67,8.35,14.31,18.77,12.84,77.61,25.68,3.0223,Fail,417.03,1665.5,UB 533x210x82,UC 305x305x118,82.2,118.0,73.61,124.93,37862.06
4283,1,3,3,3.49,5.08,7.72,21.66,2.31,21.44,3.49,5.93,6.98,0.8499,Pass,189.04,440.18,UB 356x171x45,UC 203x203x46,45.0,46.1,88.7,97.81,9486.22
4284,2,3,2,3.84,5.05,7.11,9.74,13.08,20.36,7.68,27.68,15.36,1.8019,Fail,181.17,850.73,UB 356x171x45,UC 254x254x89,45.0,89.0,85.01,96.55,17411.94
4285,3,2,2,4.25,7.95,7.45,6.92,13.46,22.96,12.75,154.13,25.5,6.0443,Fail,570.98,1445.04,UB 610x229x101,UC 305x305x118,101.2,118.0,72.09,164.83,41593.14
4286,5,2,2,3.94,4.07,6.95,27.04,2.44,22.37,19.7,202.87,39.4,5.1489,Fail,881.88,2374.6,UB 610x229x101,UC 305x305x118,101.2,118.0,111.35,248.42,54378.12
4287,1,3,2,3.89,6.88,6.98,17.89,3.84,5.21,3.89,2.41,7.78,0.3093,Pass,156.78,454.52,UB 406x178x54,UC 203x203x60,54.3,60.0,88.69,78.07,9195.17
4288,3,3,1,3.58,4.06,4.47,24.5,3.13,15.93,10.74,30.41,21.48,1.4157,Fail,212.06,727.28,UB 356x171x45,UC 254x254x89,45.0,89.0,99.5,96.25,13349.28
4289,1,2,2,3.16,7.1,6.69,15.24,11.17,12.32,3.16,3.77,6.32,0.5966,Pass,197.13,572.5,UB 457x191x67,UC 254x254x73,67.1,73.1,75.35,70.09,7630.82
4290,1,2,1,3.0,4.56,7.61,27.58,14.04,17.8,3.0,3.8,6.0,0.6331,Pass,237.85,514.49,UB 406x178x54,UC 254x254x73,54.3,73.1,79.35,91.88,3545.9
4291,5,3,1,4.42,4.63,7.03,19.45,7.55,21.31,22.1,214.05,44.2,4.8428,Fail,762.83,1560.92,UB 610x229x101,UC 305x305x118,101.2,118.0,96.32,199.4,49147.8
4292,4,1,2,3.25,4.07,6.59,10.59,12.07,12.58,13.0,68.21,26.0,2.6236,Fail,465.66,1402.7,UB 533x210x82,UC 305x305x118,82.2,118.0,82.2,108.35,21885.82
4293,4,2,2,3.72,5.84,4.4,20.72,2.03,10.14,14.88,59.96,29.76,2.0147,Fail,299.29,1313.6,UB 406x178x54,UC 305x305x118,54.3,118.0,99.85,95.23,29147.33
4294,3,2,2,4.26,7.39,6.36,17.23,2.44,6.52,12.78,42.57,25.56,1.6653,Fail,219.49,1178.69,UB 406x178x54,UC 305x305x97,54.3,96.9,99.5,87.52,24584.69
4295,4,1,3,3.37,5.57,6.9,5.14,14.3,24.86,13.48,177.95,26.96,6.6007,Fail,953.31,1486.24,UB 610x229x101,UC 305x305x118,101.2,118.0,120.37,187.44,38502.78
4296,3,2,3,3.98,5.98,7.87,22.97,2.65,8.84,11.94,41.01,23.88,1.7172,Fail,228.46,1507.17,UB 406x178x54,UC 305x305x118,54.3,118.0,76.22,86.28,36238.38
4297,5,2,3,3.19,7.4,5.32,29.53,3.78,14.74,15.95,87.02,31.9,2.7278,Fail,462.5,2953.19,UB 533x210x82,UC 305x305x118,82.2,118.0,81.64,160.88,66595.08
4298,2,2,2,3.19,5.09,5.98,17.71,2.63,0.82,6.38,0.85,12.76,0.0665,Pass,99.22,660.8,UB 305x165x40,UC 203x203x46,40.5,46.1,73.96,91.74,8027.08
4299,3,3,1,3.46,7.4,7.12,14.65,12.82,15.21,10.38,34.04,20.76,1.6398,Fail,268.02,1301.72,UB 457x191x67,UC 305x305x97,67.1,96.9,88.74,92.62,22717.32
4300,4,3,1,3.06,4.28,6.32,6.39,13.56,0.87,12.24,1.61,24.48,0.0659,Pass,85.81,864.34,UB 254x146x31,UC 203x203x60,31.1,60.0,83.13,93.56,12214.62
4301,2,3,3,4.41,5.03,5.76,23.96,5.01,7.73,8.82,17.38,17.64,0.9855,Pass,127.08,894.69,UB 356x171x45,UC 254x254x73,45.0,73.1,71.41,89.0,21969.07
4302,4,2,1,4.27,7.01,4.93,19.34,14.6,13.86,17.08,145.18,34.16,4.2501,Fail,555.82,1863.4,UB 533x210x82,UC 305x305x118,82.2,118.0,98.11,160.1,26175.14
4303,3,1,1,3.16,6.12,7.79,14.45,2.88,5.48,9.48,19.96,18.96,1.0526,Fail,164.44,533.37,UB 356x171x45,UC 254x254x73,45.0,73.1,77.16,71.75,6527.65
4304,1,1,1,3.53,4.5,6.64,20.94,10.51,17.74,3.53,10.93,7.06,1.5481,Fail,148.09,267.38,UB 305x165x40,UC 203x203x60,40.5,60.0,86.16,88.38,1749.54
4305,3,3,1,3.16,7.87,6.33,6.05,11.82,15.03,9.48,25.49,18.96,1.3442,Fail,207.78,870.05,UB 457x191x67,UC 254x254x89,67.1,89.0,69.44,83.96,21352.06
4306,1,3,2,3.25,6.31,4.25,9.54,9.34,15.54,3.25,3.59,6.5,0.5527,Pass,112.51,309.26,UB 356x171x45,UC 203x203x46,45.0,46.1,91.88,79.18,5883.45
4307,5,1,3,4.02,7.04,4.56,18.95,11.23,16.98,20.1,376.25,40.2,9.3595,Fail,1277.61,2167.08,UB 610x229x101,UC 305x305x118,101.2,118.0,161.31,250.11,47067.52
4308,4,2,2,3.05,6.53,7.33,26.04,8.81,23.45,12.2,74.48,24.4,3.0523,Fail,473.34,2792.6,UB 533x210x82,UC 305x305x118,82.2,118.0,83.55,165.53,40299.41
4309,1,1,2,3.03,4.85,6.45,29.34,9.15,13.34,3.03,4.86,6.06,0.8022,Pass,234.94,531.91,UB 406x178x54,UC 203x203x60,54.3,60.0,78.38,91.35,3281.81
4310,3,2,3,4.05,4.78,6.11,17.76,7.3,4.03,12.15,18.03,24.3,0.742,Pass,121.36,1182.34,UB 305x165x40,UC 254x254x89,40.5,89.0,75.47,83.04,24303.64
4311,5,3,1,3.95,7.49,7.28,22.64,4.34,18.8,19.75,160.25,39.5,4.057,Fail,574.85,2093.75,UB 610x229x101,UC 305x305x118,101.2,118.0,72.58,170.74,56118.36
4312,2,3,1,4.32,5.89,5.39,12.72,3.04,8.14,8.64,17.96,17.28,1.0392,Fail,110.45,381.86,UB 305x165x40,UC 203x203x60,40.5,60.0,88.8,88.87,8756.1
4313,2,1,1,3.12,5.88,5.66,13.53,12.78,10.15,6.24,16.68,12.48,1.3366,Fail,182.82,462.25,UB 406x178x54,UC 254x254x73,54.3,73.1,67.04,73.55,4331.06
4314,4,2,1,3.89,7.95,7.13,25.32,9.26,15.17,15.56,123.66,31.12,3.9738,Fail,545.64,2263.35,UB 533x210x82,UC 305x305x118,82.2,118.0,96.32,160.81,28505.35
4315,1,1,1,4.38,6.12,7.93,16.1,12.45,6.75,4.38,10.15,8.76,1.1589,Fail,195.77,293.4,UB 406x178x54,UC 203x203x60,54.3,60.0,82.02,92.66,2577.03
4316,3,3,3,4.13,4.74,6.72,5.32,7.43,9.45,12.39,31.99,24.78,1.2908,Fail,162.53,653.76,UB 305x165x40,UC 254x254x89,40.5,89.0,94.56,81.6,34352.04
4317,4,3,2,3.17,7.49,4.68,23.99,8.14,23.22,12.68,63.6,25.36,2.5078,Fail,408.96,2236.29,UB 533x210x82,UC 305x305x118,82.2,118.0,72.19,129.79,52429.56
4318,4,2,2,4.13,5.86,4.76,15.12,9.49,10.36,16.52,88.31,33.04,2.6729,Fail,371.84,1528.72,UB 457x191x67,UC 305x305x118,67.1,118.0,93.25,118.11,34646.69
4319,3,3,2,3.14,6.98,5.27,16.32,11.95,8.89,9.42,13.93,18.84,0.7392,Pass,209.48,1529.73,UB 457x191x67,UC 254x254x89,67.1,89.0,76.64,98.06,31193.03
4320,3,2,3,4.22,7.29,6.13,29.58,6.2,18.01,12.66,112.91,25.32,4.4593,Fail,504.52,2061.65,UB 533x210x82,UC 305x305x118,82.2,118.0,89.06,156.97,45913.19
4321,5,3,1,4.06,7.27,5.46,7.61,14.03,20.47,20.3,188.55,40.6,4.644,Fail,625.46,1596.53,UB 610x229x101,UC 305x305x118,101.2,118.0,78.97,171.93,52285.96
4322,3,3,2,3.71,5.0,4.93,26.62,2.97,11.5,11.13,27.15,22.26,1.2196,Fail,186.36,1264.69,UB 356x171x45,UC 305x305x97,45.0,96.9,87.44,85.82,24341.36
4323,3,3,2,3.74,4.15,5.47,21.53,11.76,21.16,11.22,47.66,22.44,2.1239,Fail,302.82,1426.92,UB 457x191x67,UC 305x305x118,67.1,118.0,75.94,102.38,32214.96
4324,5,1,3,3.82,6.02,4.84,6.69,9.58,6.48,19.1,110.6,38.2,2.8952,Fail,449.57,1105.06,UB 533x210x82,UC 305x305x118,82.2,118.0,79.36,96.84,39862.72
4325,3,3,1,3.27,5.94,6.04,15.71,5.23,15.64,9.81,25.62,19.62,1.306,Fail,189.02,794.17,UB 356x171x45,UC 254x254x89,45.0,89.0,88.69,86.57,15057.72
4326,3,2,1,4.03,7.42,7.11,19.45,5.17,15.59,12.09,84.02,24.18,3.4746,Fail,386.79,1151.17,UB 457x191x67,UC 305x305x118,67.1,118.0,97.0,108.22,18828.03
4327,3,1,2,4.15,5.81,5.36,12.92,13.45,8.43,12.45,75.98,24.9,3.0516,Fail,384.76,1082.95,UB 457x191x67,UC 305x305x118,67.1,118.0,96.49,90.99,16639.13
4328,4,3,3,3.2,4.77,6.18,25.6,4.63,4.15,12.8,9.29,25.6,0.3628,Pass,144.66,1853.7,UB 305x165x40,UC 254x254x89,40.5,89.0,90.47,97.64,39514.0
4329,3,3,3,4.31,4.58,4.35,7.75,8.83,16.79,12.93,65.4,25.86,2.5292,Fail,303.9,663.81,UB 457x191x67,UC 305x305x118,67.1,118.0,76.21,83.97,45983.15
4330,2,3,3,3.77,6.53,6.32,16.57,11.57,12.04,7.54,17.08,15.08,1.1326,Fail,191.08,1056.12,UB 406x178x54,UC 254x254x73,54.3,73.1,98.2,98.81,25564.9
4331,2,1,3,3.7,4.84,6.23,21.29,5.63,14.01,7.4,38.12,14.8,2.576,Fail,274.18,733.57,UB 406x178x54,UC 305x305x97,54.3,96.9,91.47,82.93,11898.44
4332,4,3,1,3.62,4.38,7.96,9.73,3.6,15.27,14.48,50.44,28.96,1.7417,Fail,276.02,632.66,UB 406x178x54,UC 305x305x97,54.3,96.9,92.08,92.13,23848.56
4333,2,3,3,4.43,4.36,7.18,29.08,14.13,17.54,8.86,38.23,17.72,2.1572,Fail,296.02,1452.28,UB 406x178x54,UC 305x305x118,54.3,118.0,98.76,89.44,31766.61
4334,2,3,3,3.0,7.76,8.0,14.79,6.53,17.13,6.0,11.93,12.0,0.9942,Pass,192.9,964.69,UB 457x191x67,UC 254x254x73,67.1,73.1,79.42,91.87,32397.5
4335,3,3,1,4.37,5.44,5.37,11.96,12.96,15.32,13.11,67.08,26.22,2.5585,Fail,306.06,888.64,UB 457x191x67,UC 305x305x118,67.1,118.0,76.75,87.8,23270.2
4336,3,3,3,4.33,7.67,4.34,24.15,2.67,5.81,12.99,28.91,25.98,1.1129,Fail,240.07,1355.88,UB 457x191x67,UC 305x305x97,67.1,96.9,96.47,83.72,49151.05
4337,4,1,1,3.3,7.66,6.02,15.78,4.48,16.69,13.2,134.97,26.4,5.1123,Fail,653.51,937.55,UB 610x229x101,UC 305x305x118,101.2,118.0,82.51,124.06,17305.73
4338,5,1,2,4.48,6.32,7.02,28.78,6.68,2.51,22.4,75.63,44.8,1.6882,Fail,319.81,2676.11,UB 457x191x67,UC 305x305x118,67.1,118.0,80.2,126.0,31641.12
4339,5,3,3,3.66,4.56,4.78,24.49,12.32,1.49,18.3,7.7,36.6,0.2103,Pass,107.78,2423.51,UB 305x165x40,UC 305x305x118,40.5,118.0,96.24,85.53,57246.6
4340,4,1,3,3.61,6.14,5.54,29.01,4.73,10.96,14.44,104.68,28.88,3.6246,Fail,551.41,1789.16,UB 533x210x82,UC 305x305x118,82.2,118.0,97.34,130.64,32636.0
4341,1,3,3,3.79,7.49,6.15,10.27,9.5,21.28,3.79,9.04,7.58,1.1932,Fail,170.08,402.87,UB 457x191x67,UC 203x203x60,67.1,60.0,66.22,92.02,14621.33
4342,5,2,1,3.78,7.17,6.56,14.88,14.13,16.61,18.9,170.72,37.8,4.5165,Fail,644.7,2188.06,UB 610x229x101,UC 305x305x118,101.2,118.0,81.4,187.76,37851.36
4343,4,1,1,3.59,4.98,7.41,12.34,2.54,11.73,14.36,98.35,28.72,3.4243,Fail,520.75,736.16,UB 533x210x82,UC 305x305x118,82.2,118.0,91.92,99.28,14925.58
4344,4,1,3,4.15,4.94,4.83,27.26,6.05,1.23,16.6,16.98,33.2,0.5115,Pass,127.14,1394.63,UB 356x171x45,UC 254x254x89,45.0,89.0,77.78,86.5,20592.4
4345,3,3,2,3.42,4.32,4.36,25.18,5.11,21.33,10.26,35.41,20.52,1.7258,Fail,256.32,1139.54,UB 406x178x54,UC 305x305x118,54.3,118.0,85.51,83.51,26543.66
4346,2,3,1,3.34,4.38,6.85,22.24,7.05,5.87,6.68,4.62,13.36,0.3457,Pass,133.7,643.89,UB 305x165x40,UC 254x254x73,40.5,73.1,77.79,73.83,8254.54
4347,4,2,1,4.48,7.88,6.1,14.07,6.14,1.81,17.92,23.91,35.84,0.6671,Pass,190.81,1265.07,UB 457x191x67,UC 254x254x89,67.1,89.0,78.83,92.87,22940.97
4348,1,3,3,3.5,6.46,7.71,28.78,3.98,22.38,3.5,6.81,7.0,0.9722,Pass,258.43,667.0,UB 457x191x67,UC 254x254x73,67.1,73.1,70.41,78.34,15503.28
4349,3,1,1,3.95,6.05,6.11,6.99,6.97,24.56,11.85,190.48,23.7,8.037,Fail,874.62,688.52,UB 610x229x101,UC 305x305x118,101.2,118.0,110.43,162.54,12976.75
4350,4,3,1,4.11,7.16,4.73,14.74,2.08,10.47,16.44,68.05,32.88,2.0698,Fail,275.72,893.89,UB 406x178x54,UC 305x305x97,54.3,96.9,91.98,95.96,26184.62
4351,1,3,1,3.66,6.45,5.34,17.78,10.24,2.65,3.66,1.01,7.32,0.1375,Pass,157.98,370.44,UB 406x178x54,UC 203x203x46,54.3,46.1,94.24,97.33,4611.07
4352,4,1,2,3.42,7.86,5.67,20.66,9.09,7.2,13.68,66.76,27.36,2.4402,Fail,401.83,1726.47,UB 533x210x82,UC 305x305x118,82.2,118.0,71.28,101.64,24895.73
4353,4,1,1,4.36,5.72,4.22,9.44,10.88,3.82,17.44,66.99,34.88,1.9204,Fail,286.62,669.2,UB 406x178x54,UC 254x254x89,54.3,89.0,95.62,94.71,10526.58
4354,2,3,3,3.29,5.06,5.02,25.89,7.99,20.01,6.58,15.66,13.16,1.1902,Fail,163.85,980.06,UB 356x171x45,UC 254x254x89,45.0,89.0,85.02,82.65,20256.32
4355,1,3,2,4.13,6.47,5.5,9.22,10.6,0.64,4.13,0.39,8.26,0.0478,Pass,113.95,373.42,UB 406x178x54,UC 203x203x46,54.3,46.1,67.28,81.56,7835.8
4356,3,3,3,3.05,5.7,5.78,11.31,6.42,23.25,9.15,29.23,18.3,1.5973,Fail,217.65,883.47,UB 406x178x54,UC 305x305x97,54.3,96.9,72.61,84.66,36627.26
4357,2,1,2,4.15,5.02,6.3,12.92,5.32,20.26,8.3,84.15,16.6,5.0695,Fail,451.6,604.26,UB 533x210x82,UC 305x305x118,82.2,118.0,79.72,99.21,12495.14
4358,2,3,3,4.04,5.17,7.03,9.44,2.08,19.58,8.08,32.23,16.16,1.9946,Fail,171.48,404.07,UB 305x165x40,UC 254x254x89,40.5,89.0,99.77,81.4,23364.32
4359,5,3,3,3.11,7.14,4.72,17.73,13.17,17.0,15.55,62.59,31.1,2.0126,Fail,373.77,2629.02,UB 457x191x67,UC 305x305x118,67.1,118.0,93.74,133.93,77106.76
4360,2,1,2,4.31,6.19,4.48,25.38,7.42,10.75,8.62,55.98,17.24,3.2474,Fail,328.24,788.83,UB 457x191x67,UC 305x305x97,67.1,96.9,82.32,92.24,9908.63
4361,3,1,2,4.14,5.91,4.91,22.81,5.62,22.95,12.42,206.86,24.84,8.3277,Fail,937.03,1240.9,UB 610x229x101,UC 305x305x118,101.2,118.0,118.31,186.29,20138.89
4362,1,1,3,3.44,4.22,7.27,22.2,4.19,1.15,3.44,0.64,6.88,0.0928,Pass,186.03,356.75,UB 356x171x45,UC 203x203x46,45.0,46.1,87.29,87.6,3991.17
4363,2,2,2,3.9,7.26,7.15,10.99,4.99,24.01,7.8,56.26,15.6,3.6065,Fail,286.27,687.07,UB 406x178x54,UC 305x305x118,54.3,118.0,95.5,84.68,17673.16
4364,3,1,3,4.26,5.93,5.57,11.42,9.75,14.8,12.78,147.54,25.56,5.7721,Fail,646.63,971.35,UB 610x229x101,UC 305x305x118,101.2,118.0,81.65,131.87,29412.02
4365,2,3,3,4.14,6.95,4.08,10.62,2.34,10.27,8.28,20.77,16.56,1.2544,Fail,125.92,408.22,UB 356x171x45,UC 203x203x60,45.0,60.0,84.27,98.85,19861.2
4366,3,1,2,3.83,6.62,7.32,19.77,2.61,7.98,11.49,58.48,22.98,2.5449,Fail,323.82,1097.77,UB 457x191x67,UC 305x305x97,67.1,96.9,81.21,99.05,16572.17
4367,1,2,1,4.13,5.09,6.68,26.37,10.59,8.36,4.13,5.97,8.26,0.7222,Pass,182.3,464.11,UB 356x171x45,UC 203x203x60,45.0,60.0,94.41,95.58,3304.8
4368,1,2,1,3.84,7.65,5.87,9.26,2.77,1.3,3.84,0.84,7.68,0.1097,Pass,98.9,188.74,UB 406x178x54,UC 203x203x46,54.3,46.1,67.5,56.48,3679.95
4369,3,2,2,3.71,6.76,6.27,22.3,8.13,12.11,11.13,46.72,22.26,2.0988,Fail,297.71,1748.97,UB 457x191x67,UC 305x305x118,67.1,118.0,74.94,99.93,27557.69
4370,3,3,1,3.04,6.84,5.43,18.2,13.57,17.2,9.12,23.69,18.24,1.2989,Fail,253.76,1306.76,UB 457x191x67,UC 305x305x97,67.1,96.9,81.05,85.12,19703.41
4371,5,2,2,4.01,5.95,4.83,12.34,5.62,9.46,20.05,107.75,40.1,2.6869,Fail,399.72,1380.2,UB 533x210x82,UC 305x305x118,82.2,118.0,70.56,120.34,47876.58
4372,4,1,2,3.2,5.58,6.92,24.19,13.07,19.87,12.8,119.48,25.6,4.6671,Fail,737.2,2375.81,UB 610x229x101,UC 305x305x118,101.2,118.0,93.08,175.08,27043.62
4373,3,1,1,3.01,4.42,4.01,15.91,9.72,12.53,9.03,32.44,18.06,1.7961,Fail,285.59,559.98,UB 406x178x54,UC 254x254x89,54.3,89.0,95.28,91.43,5961.17
4374,2,2,1,4.19,6.71,6.34,12.05,5.98,14.52,8.38,42.4,16.76,2.53,Fail,218.49,516.6,UB 406x178x54,UC 254x254x89,54.3,89.0,72.89,94.58,9455.32
4375,3,1,2,3.03,5.58,7.1,13.22,14.67,9.34,9.09,27.97,18.18,1.5385,Fail,248.59,1300.51,UB 406x178x54,UC 305x305x97,54.3,96.9,82.93,88.26,12638.23
4376,4,2,3,3.43,6.24,4.21,21.66,3.28,4.91,13.72,22.77,27.44,0.8298,Pass,174.58,1463.33,UB 406x178x54,UC 254x254x89,54.3,89.0,75.95,96.98,33725.29
4377,4,3,1,3.69,4.6,7.34,18.84,5.23,6.1,14.76,22.06,29.52,0.7472,Pass,141.71,1109.61,UB 305x165x40,UC 254x254x89,40.5,89.0,82.45,84.53,19736.64
4378,4,2,1,3.91,7.52,6.06,23.9,4.86,5.23,15.64,42.13,31.28,1.3469,Fail,272.85,1707.84,UB 457x191x67,UC 305x305x118,67.1,118.0,97.5,83.99,24026.1
4379,5,2,1,3.9,4.54,6.79,26.23,2.54,16.34,19.5,149.14,39.0,3.8241,Fail,639.21,1539.99,UB 610x229x101,UC 305x305x118,101.2,118.0,80.71,173.23,33302.18
4380,3,1,1,3.9,6.24,5.87,10.92,11.16,0.75,11.7,5.7,23.4,0.2434,Pass,103.05,579.27,UB 406x178x54,UC 203x203x60,54.3,60.0,67.24,89.84,6753.44
4381,1,2,3,4.21,5.96,6.88,16.38,6.28,18.19,4.21,14.54,8.42,1.7274,Fail,145.79,436.39,UB 356x171x45,UC 203x203x60,45.0,60.0,92.92,99.36,7963.2
4382,2,3,3,3.67,5.85,5.1,19.71,10.01,14.4,7.34,17.69,14.68,1.2048,Fail,172.78,944.35,UB 406x178x54,UC 254x254x73,54.3,73.1,74.57,96.92,22854.9
4383,4,2,3,3.1,5.24,7.29,14.73,13.18,14.37,12.4,42.76,24.8,1.7242,Fail,294.59,2032.58,UB 406x178x54,UC 305x305x118,54.3,118.0,98.28,112.25,40913.92
4384,4,1,3,3.58,7.12,4.13,10.01,10.93,0.53,14.32,5.43,28.64,0.1896,Pass,125.62,937.33,UB 406x178x54,UC 254x254x73,54.3,73.1,94.73,86.29,19942.41
4385,4,1,2,3.81,7.4,6.32,28.06,8.75,18.65,15.24,238.56,30.48,7.8266,Fail,1006.84,2389.36,UB 610x229x101,UC 305x305x118,101.2,118.0,127.13,217.85,30009.82
4386,3,1,3,4.01,7.87,5.26,20.62,5.61,5.36,12.03,50.78,24.06,2.1104,Fail,303.81,1065.11,UB 533x210x82,UC 305x305x97,82.2,96.9,63.09,89.23,24871.32
4387,4,3,1,4.21,7.59,6.01,24.82,7.93,11.35,16.84,82.79,33.68,2.458,Fail,388.13,1953.59,UB 533x210x82,UC 305x305x118,82.2,118.0,70.66,118.88,38774.86
4388,1,3,3,3.64,7.69,6.35,14.68,8.58,4.53,3.64,1.77,7.28,0.2438,Pass,186.62,482.13,UB 457x191x67,UC 203x203x60,67.1,60.0,84.32,94.7,14799.41
4389,4,1,2,4.14,4.47,5.05,26.48,7.72,13.9,16.56,182.15,33.12,5.4997,Fail,842.55,1818.52,UB 610x229x101,UC 305x305x118,101.2,118.0,106.38,179.48,25329.81
4390,4,2,1,4.41,5.54,7.24,22.36,9.14,1.67,17.64,17.51,35.28,0.4964,Pass,165.3,1633.34,UB 406x178x54,UC 305x305x97,54.3,96.9,67.13,93.46,19786.63
4391,2,3,1,3.25,5.96,6.25,21.03,8.94,9.18,6.5,7.47,13.0,0.5744,Pass,154.31,772.65,UB 406x178x54,UC 254x254x73,54.3,73.1,79.52,73.13,10399.74
4392,2,2,3,4.43,6.33,6.5,15.11,10.3,7.31,8.86,25.47,17.72,1.4373,Fail,177.0,967.08,UB 406x178x54,UC 254x254x89,54.3,89.0,80.78,85.9,21315.08
