run_id,num_stories,num_bays_x,num_bays_z,story_height,bay_width_x,bay_width_z,G_k,Q_k,W_k,total_height_m,delta_sway_mm,delta_sway_lim_mm,util_sway,sway_status,beam_M_u_kNm,col_P_u_kN,optimal_beam_sec,optimal_col_sec,beam_mass_kg_m,col_mass_kg_m,beam_util_pct,col_util_pct,total_steel_weight_kg
4121,3,1,2,3.22,5.72,4.86,9.62,13.0,1.16,9.66,4.36,19.32,0.2259,Pass,92.99,794.55,UB 356x171x45,UC 203x203x60,45.0,60.0,82.0,93.29,8418.6
4122,1,1,2,3.23,6.36,4.57,5.4,12.13,9.04,3.23,4.63,6.46,0.7162,Pass,86.61,222.52,UB 356x171x45,UC 203x203x46,45.0,46.1,87.35,82.8,2574.62
4123,2,2,3,3.29,4.61,6.43,14.23,3.13,24.73,6.58,26.05,13.16,1.9792,Fail,199.26,548.58,UB 356x171x45,UC 254x254x89,45.0,89.0,93.49,96.42,15554.94
4124,3,3,2,4.35,6.23,4.1,25.13,10.8,16.69,13.05,76.23,26.1,2.9205,Fail,364.09,1626.11,UB 457x191x67,UC 305x305x118,67.1,118.0,91.31,116.45,36368.33
4125,3,1,3,3.08,6.18,6.15,10.31,14.98,7.35,9.24,24.68,18.48,1.3357,Fail,220.97,1075.55,UB 406x178x54,UC 254x254x89,54.3,89.0,74.81,90.84,16616.78
4126,4,2,2,4.03,4.1,7.8,15.96,4.03,7.59,16.12,50.89,32.24,1.5785,Fail,251.43,1366.4,UB 406x178x54,UC 305x305x118,54.3,118.0,83.88,90.8,32627.52
4127,4,2,2,3.91,6.75,4.89,28.23,12.65,17.0,15.64,128.77,31.28,4.1168,Fail,579.42,2766.01,UB 610x229x101,UC 305x305x118,101.2,118.0,73.16,188.17,44880.91
4128,5,3,2,3.32,5.63,4.64,22.06,6.63,18.22,16.6,73.25,33.2,2.2064,Fail,390.34,2082.32,UB 457x191x67,UC 305x305x118,67.1,118.0,97.89,132.51,52959.14
4129,5,2,2,3.87,5.34,6.53,9.13,8.2,4.61,19.35,44.04,38.7,1.1379,Fail,197.35,1505.13,UB 356x171x45,UC 305x305x97,45.0,96.9,92.6,99.27,32899.64
4130,4,3,1,3.32,7.65,4.57,16.2,12.59,12.2,13.28,39.7,26.56,1.4946,Fail,296.0,1641.22,UB 533x210x82,UC 305x305x118,82.2,118.0,63.6,85.55,33638.7
4131,3,3,2,4.38,7.28,6.42,9.14,14.49,18.19,13.14,91.4,26.28,3.4778,Fail,378.57,1477.9,UB 457x191x67,UC 305x305x118,67.1,118.0,94.94,118.74,42134.18
4132,3,2,1,3.29,6.69,4.96,20.95,13.38,24.45,9.87,61.86,19.74,3.1338,Fail,410.94,1366.06,UB 533x210x82,UC 305x305x118,82.2,118.0,72.54,115.11,17256.38
4133,4,2,1,3.07,4.4,7.83,19.99,11.67,2.17,12.28,5.77,24.56,0.235,Pass,207.15,1485.09,UB 356x171x45,UC 305x305x97,45.0,96.9,97.2,89.5,14535.79
4134,1,2,3,3.59,6.01,6.2,23.94,11.7,17.38,3.59,7.81,7.18,1.0875,Fail,202.63,657.71,UB 406x178x54,UC 254x254x73,54.3,73.1,96.97,76.48,8789.83
4135,4,3,1,3.41,5.0,7.58,11.37,2.25,6.15,13.64,17.46,27.28,0.6402,Pass,113.31,665.34,UB 305x165x40,UC 254x254x73,40.5,73.1,65.93,73.23,17748.51
4136,5,2,1,3.78,5.71,6.83,15.43,3.13,16.68,18.9,151.63,37.8,4.0113,Fail,598.23,1169.86,UB 610x229x101,UC 305x305x118,101.2,118.0,75.53,157.21,35306.18
4137,3,1,3,4.46,4.91,6.62,26.72,9.08,13.61,13.38,145.85,26.76,5.4502,Fail,671.07,1612.85,UB 610x229x101,UC 305x305x118,101.2,118.0,84.73,154.56,30652.42
4138,1,2,3,4.11,5.07,5.68,6.7,3.76,20.81,4.11,14.52,8.22,1.766,Fail,98.79,166.75,UB 254x146x31,UC 203x203x60,31.1,60.0,90.72,80.97,5810.45
4139,2,2,2,3.9,7.14,6.53,20.25,12.49,2.28,7.8,5.46,15.6,0.35,Pass,224.66,1351.26,UB 457x191x67,UC 305x305x97,67.1,96.9,95.0,82.91,17809.46
4140,2,1,1,3.12,4.86,6.0,14.18,2.4,15.68,6.24,23.42,12.48,1.8769,Fail,206.89,303.52,UB 356x171x45,UC 254x254x73,45.0,73.1,97.08,85.5,3779.38
4141,2,3,1,3.55,4.86,7.71,11.06,12.74,15.93,7.1,16.1,14.2,1.1336,Fail,143.38,604.3,UB 305x165x40,UC 254x254x73,40.5,73.1,83.42,80.24,9012.08
4142,2,3,1,3.44,4.02,6.21,6.99,8.31,4.59,6.88,3.88,13.76,0.2816,Pass,57.96,317.42,UB 203x133x25,UC 203x203x46,25.1,46.1,99.56,64.78,4995.14
4143,1,3,3,4.37,5.94,4.14,7.81,10.09,15.11,4.37,9.99,8.74,1.1436,Fail,105.97,273.33,UB 356x171x45,UC 203x203x46,45.0,46.1,72.67,88.97,8666.51
4144,2,1,3,4.16,5.94,5.28,27.6,11.07,0.34,8.32,1.59,16.64,0.0955,Pass,144.14,916.21,UB 457x191x67,UC 254x254x73,67.1,73.1,64.61,96.86,12305.58
4145,1,3,1,3.98,6.56,7.01,6.98,8.02,21.72,3.98,10.49,7.96,1.3181,Fail,111.07,221.6,UB 356x171x45,UC 203x203x46,45.0,46.1,82.02,88.95,4500.82
4146,2,1,2,4.27,6.12,5.03,10.47,13.23,22.74,8.54,113.93,17.08,6.6704,Fail,554.35,707.5,UB 533x210x82,UC 305x305x118,82.2,118.0,97.85,119.29,12372.43
4147,4,1,2,4.37,5.25,6.88,12.61,10.04,2.84,17.48,48.18,34.96,1.3782,Fail,223.85,1354.8,UB 406x178x54,UC 305x305x97,54.3,96.9,74.68,90.36,19561.12
4148,1,3,3,3.83,4.04,5.93,18.33,4.42,0.83,3.83,0.32,7.66,0.0412,Pass,107.75,331.65,UB 254x146x31,UC 203x203x46,31.1,46.1,98.95,59.86,6545.81
4149,3,1,1,3.93,6.63,6.93,17.99,13.19,13.63,11.79,109.17,23.58,4.6299,Fail,556.14,1025.01,UB 533x210x82,UC 305x305x118,82.2,118.0,98.17,114.71,12252.67
4150,2,2,3,4.07,6.57,4.71,10.12,3.47,16.65,8.14,43.42,16.28,2.6673,Fail,215.79,446.02,UB 406x178x54,UC 254x254x89,54.3,89.0,71.99,96.79,19005.09
4151,1,1,2,4.29,7.48,4.86,11.63,2.99,5.84,4.29,8.8,8.58,1.0251,Fail,93.87,196.66,UB 406x178x54,UC 203x203x46,54.3,46.1,76.69,90.34,3460.7
4152,3,1,3,3.68,4.64,4.59,26.72,13.49,2.21,11.04,11.8,22.08,0.5342,Pass,127.92,1220.0,UB 356x171x45,UC 254x254x73,45.0,73.1,77.81,93.24,12679.69
4153,1,1,2,3.7,5.39,5.16,18.23,13.77,5.38,3.7,4.2,7.4,0.5675,Pass,131.51,398.96,UB 356x171x45,UC 203x203x60,45.0,60.0,97.06,80.79,2988.45
4154,4,2,3,3.04,7.0,4.33,16.15,3.44,20.08,12.16,65.66,24.32,2.6997,Fail,377.95,1251.63,UB 457x191x67,UC 305x305x118,67.1,118.0,94.78,109.5,42708.51
4155,4,3,3,3.62,4.54,6.39,9.49,3.25,4.72,14.48,15.85,28.96,0.5472,Pass,97.54,791.57,UB 254x146x31,UC 254x254x73,31.1,73.1,89.57,75.15,33252.11
4156,4,2,1,3.65,4.94,4.06,9.28,9.99,7.47,14.6,38.13,29.2,1.3058,Fail,210.78,775.17,UB 356x171x45,UC 254x254x89,45.0,89.0,98.9,96.0,13545.6
4157,4,3,2,3.31,7.43,5.13,21.84,6.69,4.93,13.24,15.77,26.48,0.5956,Pass,226.6,2047.6,UB 457x191x67,UC 305x305x118,67.1,118.0,93.29,84.83,47710.88
4158,5,3,2,4.17,4.24,5.37,16.18,12.34,0.07,20.85,0.6,41.7,0.0145,Pass,108.78,1975.81,UB 305x165x40,UC 305x305x97,40.5,96.9,63.29,88.9,40671.18
4159,3,3,2,3.25,5.16,7.72,16.16,5.02,12.41,9.75,18.6,19.5,0.954,Pass,171.84,1190.6,UB 305x165x40,UC 254x254x89,40.5,89.0,99.98,90.46,23559.3
4160,3,2,2,3.91,4.2,4.03,21.38,4.95,0.59,11.73,2.23,23.46,0.0952,Pass,61.58,939.58,UB 305x165x40,UC 203x203x60,40.5,60.0,53.79,93.31,12333.87
4161,4,2,2,3.99,7.32,5.36,17.75,6.19,17.95,15.96,152.24,31.92,4.7694,Fail,580.43,1759.71,UB 610x229x101,UC 305x305x118,101.2,118.0,73.29,168.53,47746.7
4162,1,1,2,4.35,5.77,5.82,19.87,7.75,23.25,4.35,33.36,8.7,3.8349,Fail,230.33,405.41,UB 406x178x54,UC 254x254x89,54.3,89.0,76.84,87.15,4526.94
4163,2,3,1,3.85,4.47,6.76,27.69,3.7,9.03,7.7,11.9,15.4,0.7728,Pass,133.96,686.44,UB 305x165x40,UC 254x254x73,40.5,73.1,77.94,77.97,8865.62
4164,1,1,1,4.24,5.02,5.71,9.89,6.98,0.78,4.24,0.98,8.48,0.1156,Pass,64.58,129.06,UB 305x165x40,UC 152x152x30,40.5,30.0,58.85,82.89,1377.93
4165,5,3,1,3.55,4.72,4.17,12.87,2.86,11.73,17.75,54.64,35.5,1.5393,Fail,272.87,746.44,UB 406x178x54,UC 305x305x97,54.3,96.9,91.03,92.46,25977.3
4166,3,2,1,4.08,5.84,6.67,11.79,6.57,20.3,12.24,101.52,24.48,4.1472,Fail,449.74,725.98,UB 533x210x82,UC 305x305x118,82.2,118.0,79.39,119.21,19360.96
4167,4,3,2,4.37,6.22,7.81,20.77,3.16,22.36,17.48,167.84,34.96,4.801,Fail,601.4,1941.06,UB 610x229x101,UC 305x305x118,101.2,118.0,75.93,182.67,72704.29
4168,3,1,2,4.11,6.42,5.23,12.44,10.9,23.5,12.33,215.65,24.66,8.7449,Fail,935.86,1131.44,UB 610x229x101,UC 305x305x118,101.2,118.0,118.16,184.03,20928.29
4169,5,3,3,3.18,4.25,4.5,29.92,14.33,6.86,15.9,20.8,31.8,0.6541,Pass,173.8,2720.11,UB 356x171x45,UC 305x305x118,45.0,118.0,81.55,101.82,53644.2
4170,3,3,2,3.75,6.78,5.86,15.4,2.93,21.51,11.25,60.59,22.5,2.6927,Fail,307.35,1005.45,UB 457x191x67,UC 305x305x118,67.1,118.0,77.08,91.87,37650.27
4171,2,2,3,3.6,4.12,5.94,19.21,12.27,11.25,7.2,15.75,14.4,1.0937,Fail,147.91,932.25,UB 305x165x40,UC 254x254x73,40.5,73.1,86.06,97.82,13315.86
4172,3,2,1,4.4,5.93,7.79,23.96,2.52,22.11,13.2,145.4,26.4,5.5075,Fail,581.75,1090.29,UB 610x229x101,UC 305x305x118,101.2,118.0,73.45,157.41,23642.12
4173,2,3,1,3.38,7.94,7.83,12.63,8.56,4.05,6.76,4.48,13.52,0.3314,Pass,177.1,719.71,UB 457x191x67,UC 254x254x73,67.1,73.1,84.56,80.21,14549.68
4174,4,3,1,3.48,4.76,4.6,20.43,6.59,14.7,13.92,43.81,27.84,1.5737,Fail,268.14,1072.86,UB 406x178x54,UC 305x305x118,54.3,118.0,89.45,81.42,23340.19
4175,2,3,2,3.79,6.22,7.14,14.02,8.53,4.37,7.58,6.24,15.16,0.4117,Pass,162.08,898.53,UB 406x178x54,UC 254x254x73,54.3,73.1,68.01,75.32,18931.84
4176,4,1,3,3.91,7.8,4.86,23.12,11.11,22.29,15.64,321.26,31.28,10.2706,Fail,1231.11,2017.1,UB 610x229x101,UC 305x305x118,101.2,118.0,155.44,242.87,39197.89
4177,1,1,3,4.35,4.12,7.26,11.07,8.54,16.65,4.35,21.61,8.7,2.4836,Fail,146.89,305.76,UB 305x165x40,UC 254x254x73,40.5,73.1,85.46,71.44,4975.5
4178,2,3,3,4.2,5.23,5.54,18.34,5.47,16.93,8.4,32.25,16.8,1.9199,Fail,185.4,739.52,UB 356x171x45,UC 254x254x89,45.0,89.0,86.99,93.15,23593.2
4179,2,3,3,3.35,6.89,5.57,21.93,3.7,5.99,6.7,5.87,13.4,0.4378,Pass,163.42,904.02,UB 457x191x67,UC 254x254x73,67.1,73.1,66.83,83.94,27901.9
4180,1,3,3,3.83,6.65,5.62,24.73,4.02,6.22,3.83,2.69,7.66,0.3513,Pass,171.88,509.85,UB 457x191x67,UC 203x203x60,67.1,60.0,67.4,91.18,13556.6
4181,2,1,2,4.34,7.76,6.52,6.41,3.36,10.6,8.68,63.07,17.36,3.6333,Fail,273.38,348.72,UB 406x178x54,UC 254x254x89,54.3,89.0,91.2,91.76,9995.62
4182,2,2,1,3.18,6.76,4.53,14.36,10.97,6.39,6.36,7.18,12.72,0.5646,Pass,166.05,670.44,UB 406x178x54,UC 254x254x73,54.3,73.1,98.07,71.98,7201.91
4183,3,1,2,3.32,4.69,7.47,18.92,4.37,5.43,9.96,20.33,19.92,1.0204,Fail,176.3,1045.82,UB 356x171x45,UC 254x254x73,45.0,73.1,82.72,99.59,10301.71
4184,3,2,1,3.42,5.07,5.45,22.92,11.62,22.1,10.26,55.66,20.52,2.7124,Fail,370.71,1155.71,UB 457x191x67,UC 305x305x118,67.1,118.0,92.97,107.44,14637.7
4185,3,1,2,4.31,7.74,4.34,7.63,6.41,22.24,12.93,266.3,25.86,10.2979,Fail,948.49,728.1,UB 610x229x101,UC 305x305x118,101.2,118.0,119.76,177.31,21474.53
4186,3,2,3,3.5,6.57,4.67,25.32,10.21,13.29,10.5,41.3,21.0,1.9667,Fail,306.29,1730.76,UB 457x191x67,UC 305x305x118,67.1,118.0,80.33,97.2,33908.97
4187,3,1,3,4.15,5.51,6.02,27.48,2.97,15.6,12.45,136.96,24.9,5.5002,Fail,661.15,1318.78,UB 610x229x101,UC 305x305x118,101.2,118.0,83.48,143.16,29410.18
4188,1,2,2,4.13,6.57,4.69,11.29,7.04,4.45,4.13,3.44,8.26,0.4167,Pass,120.08,328.93,UB 406x178x54,UC 203x203x46,54.3,46.1,65.15,80.29,5382.05
4189,5,3,2,3.26,5.76,4.82,10.36,13.8,15.46,16.3,59.08,32.6,1.8122,Fail,322.97,1875.58,UB 457x191x67,UC 305x305x118,67.1,118.0,80.99,113.08,53410.0
4190,4,2,3,3.85,4.47,4.96,5.05,8.04,20.24,15.4,119.29,30.8,3.8729,Fail,565.7,800.3,UB 533x210x82,UC 305x305x118,82.2,118.0,99.86,143.23,48241.92
4191,3,2,3,3.11,6.12,7.43,17.0,9.39,22.94,9.33,45.56,18.66,2.4414,Fail,324.63,1554.03,UB 457x191x67,UC 305x305x118,67.1,118.0,81.41,107.4,36527.86
4192,2,1,2,4.44,7.25,6.23,11.5,11.62,24.94,8.88,155.3,17.76,8.7446,Fail,661.66,813.16,UB 610x229x101,UC 305x305x118,101.2,118.0,83.54,141.85,15733.05
4193,1,3,3,3.14,5.0,7.92,27.6,5.1,11.96,3.14,2.27,6.28,0.3615,Pass,272.13,609.6,UB 406x178x54,UC 254x254x73,54.3,73.1,90.79,73.5,12091.22
4194,4,1,2,3.31,4.19,7.27,6.78,5.49,10.39,13.24,60.77,26.48,2.2951,Fail,390.86,876.54,UB 457x191x67,UC 305x305x118,67.1,118.0,98.02,83.22,20552.78
4195,4,2,3,4.12,5.56,6.9,14.44,13.24,15.67,16.48,129.16,32.96,3.9188,Fail,534.6,2014.19,UB 533x210x82,UC 305x305x118,82.2,118.0,94.37,168.65,58379.18
4196,2,3,2,4.37,6.43,7.52,8.68,13.16,1.6,8.74,3.89,17.48,0.2227,Pass,179.76,933.45,UB 406x178x54,UC 254x254x73,54.3,73.1,72.77,83.55,20484.79
4197,4,3,3,3.94,5.54,4.04,6.94,12.05,10.94,15.76,54.08,31.52,1.7158,Fail,255.2,1076.77,UB 406x178x54,UC 305x305x97,54.3,96.9,85.14,99.33,49403.62
4198,3,3,1,3.15,7.6,5.27,8.47,14.88,2.03,9.45,3.56,18.9,0.1884,Pass,180.33,1050.36,UB 457x191x67,UC 254x254x73,67.1,73.1,81.71,96.11,18949.04
4199,1,1,2,4.14,4.75,7.93,9.13,14.07,15.52,4.14,17.45,8.28,2.1077,Fail,225.18,407.9,UB 406x178x54,UC 254x254x73,54.3,73.1,75.12,72.99,4311.97
4200,4,3,1,3.96,4.45,4.69,18.85,13.55,6.61,15.84,30.31,31.68,0.9567,Pass,179.3,1254.67,UB 356x171x45,UC 305x305x97,45.0,96.9,84.13,82.86,20461.97
4201,5,3,2,3.21,4.15,5.85,14.88,6.95,15.11,16.05,46.69,32.1,1.4544,Fail,289.35,1568.52,UB 406x178x54,UC 305x305x118,54.3,118.0,96.53,100.52,45573.52
4202,4,3,2,3.25,7.73,6.59,12.15,5.62,6.74,13.0,20.56,26.0,0.7908,Pass,175.96,1473.38,UB 457x191x67,UC 254x254x89,67.1,89.0,65.43,92.21,46706.64
4203,3,2,1,3.96,4.89,5.95,11.17,12.97,22.93,11.88,95.44,23.76,4.0167,Fail,481.84,830.15,UB 533x210x82,UC 305x305x118,82.2,118.0,85.06,127.96,17636.35
4204,1,3,2,3.87,4.68,6.82,26.08,11.62,17.72,3.87,7.02,7.74,0.9075,Pass,263.73,670.42,UB 406x178x54,UC 203x203x60,54.3,60.0,87.98,97.12,8036.12
4205,5,2,2,4.46,6.64,6.79,10.33,11.8,12.24,22.3,213.02,44.6,4.7762,Fail,636.55,2205.66,UB 610x229x101,UC 305x305x118,101.2,118.0,80.37,196.12,64456.08
4206,5,3,1,3.89,4.11,5.26,16.95,8.1,20.52,19.45,124.8,38.9,3.2082,Fail,567.96,1195.69,UB 610x229x101,UC 305x305x118,101.2,118.0,71.71,147.54,41485.0
4207,5,1,2,3.67,4.06,5.25,20.64,2.52,14.67,18.35,182.81,36.7,4.9811,Fail,898.89,1783.87,UB 610x229x101,UC 305x305x118,101.2,118.0,113.5,181.31,29780.88
4208,5,2,3,4.01,4.41,4.02,12.02,13.01,14.25,20.05,141.82,40.1,3.5368,Fail,589.54,1493.79,UB 610x229x101,UC 305x305x118,101.2,118.0,74.44,162.29,64549.56
4209,2,2,2,4.11,7.5,6.12,24.19,10.22,15.47,8.22,44.42,16.44,2.7017,Fail,327.15,1402.63,UB 533x210x82,UC 305x305x118,82.2,118.0,71.63,89.25,22164.41
4210,4,2,3,3.02,6.47,4.85,12.68,8.08,22.93,12.08,69.98,24.16,2.8964,Fail,414.59,1355.99,UB 533x210x82,UC 305x305x118,82.2,118.0,73.18,121.75,48476.09
4211,1,2,2,4.27,7.19,4.35,7.22,5.78,9.74,4.27,8.72,8.54,1.0212,Fail,112.84,238.9,UB 356x171x45,UC 203x203x46,45.0,46.1,93.6,80.89,4887.42
4212,2,2,2,4.26,5.14,4.42,5.58,12.21,21.37,8.52,59.54,17.04,3.4943,Fail,289.87,530.73,UB 406x178x54,UC 305x305x118,54.3,118.0,96.7,84.18,15277.54
4213,3,3,2,3.09,5.4,7.14,20.83,6.18,9.34,9.27,12.04,18.54,0.6494,Pass,186.9,1472.69,UB 356x171x45,UC 254x254x89,45.0,89.0,87.69,87.2,24172.56
4214,3,1,2,3.96,5.88,5.81,23.25,9.68,0.95,11.88,7.37,23.76,0.3101,Pass,152.54,1278.99,UB 406x178x54,UC 254x254x89,54.3,89.0,83.91,87.49,13003.27
4215,4,3,2,4.38,7.71,7.09,13.07,13.65,12.15,17.52,102.39,35.04,2.922,Fail,398.65,2358.72,UB 457x191x67,UC 305x305x118,67.1,118.0,99.97,142.03,58656.24
4216,3,3,3,4.2,5.41,7.68,8.87,2.99,4.26,12.6,16.17,25.2,0.6415,Pass,91.19,667.25,UB 254x146x31,UC 254x254x73,31.1,73.1,99.8,67.71,29392.52
4217,3,3,3,4.24,5.68,7.17,26.14,2.67,16.49,12.72,66.03,25.44,2.5954,Fail,318.37,1567.32,UB 457x191x67,UC 305x305x118,67.1,118.0,79.84,109.73,55055.82
4218,3,1,1,4.28,6.36,6.54,9.38,5.56,17.14,12.84,179.97,25.68,7.0083,Fail,732.04,627.7,UB 610x229x101,UC 305x305x118,101.2,118.0,92.43,136.8,13893.36
4219,4,2,1,3.31,6.5,5.99,21.97,9.6,23.39,13.24,97.89,26.48,3.6967,Fail,531.0,1703.43,UB 533x210x82,UC 305x305x118,82.2,118.0,93.73,151.55,23831.26
4220,5,1,1,3.09,4.9,6.07,11.73,7.69,1.47,15.45,10.99,30.9,0.3555,Pass,94.62,782.86,UB 305x165x40,UC 203x203x60,40.5,60.0,63.0,84.66,8150.85
4221,3,1,2,3.86,4.33,4.52,8.59,9.34,8.0,11.58,48.88,23.16,2.1104,Fail,292.46,650.92,UB 406x178x54,UC 254x254x89,54.3,89.0,97.57,99.88,11245.02
4222,3,1,3,3.82,4.28,7.97,21.89,9.91,12.05,11.46,70.63,22.92,3.0816,Fail,437.12,1548.01,UB 533x210x82,UC 305x305x118,82.2,118.0,77.16,113.19,26832.44
4223,2,2,1,3.92,5.67,5.25,23.08,11.72,0.54,7.84,1.24,15.68,0.0792,Pass,148.6,841.34,UB 406x178x54,UC 254x254x73,54.3,73.1,79.51,78.06,7612.12
4224,1,3,2,3.21,5.59,4.98,11.59,7.3,1.72,3.21,0.4,6.42,0.0616,Pass,80.09,308.17,UB 305x165x40,UC 203x203x46,40.5,46.1,90.98,58.15,5426.85
4225,5,2,3,3.74,5.8,6.09,21.27,13.73,24.92,18.7,220.1,37.4,5.8852,Fail,893.57,2979.35,UB 610x229x101,UC 305x305x118,101.2,118.0,112.82,267.68,77691.46
4226,2,3,1,4.04,4.16,4.41,28.86,2.86,2.13,8.08,3.3,16.16,0.204,Pass,74.15,561.31,UB 305x165x40,UC 203x203x46,40.5,46.1,62.97,89.61,6430.5
4227,4,1,1,3.3,7.31,7.21,10.79,8.56,9.34,13.2,73.31,26.4,2.7769,Fail,396.15,896.07,UB 457x191x67,UC 305x305x118,67.1,118.0,99.35,81.97,14024.74
4228,3,1,3,3.98,5.0,6.61,26.63,2.7,4.52,11.94,32.77,23.88,1.3724,Fail,210.91,1179.11,UB 356x171x45,UC 254x254x89,45.0,89.0,98.96,99.42,16555.38
4229,1,3,3,4.38,4.35,5.88,18.83,2.63,3.96,4.38,2.45,8.76,0.2802,Pass,99.4,318.8,UB 254x146x31,UC 203x203x46,31.1,46.1,93.88,58.77,7048.52
4230,1,1,3,3.36,5.66,6.9,23.08,7.37,23.49,3.36,13.15,6.72,1.957,Fail,195.22,448.82,UB 406x178x54,UC 254x254x73,54.3,73.1,69.2,82.84,5442.3
4231,4,2,1,4.28,5.37,7.82,14.44,6.64,7.47,17.12,69.3,34.24,2.024,Fail,288.04,1106.98,UB 406x178x54,UC 305x305x118,54.3,118.0,96.09,89.5,21881.93
4232,5,1,1,3.38,7.85,4.44,13.27,13.19,6.25,16.9,83.3,33.8,2.4644,Fail,421.18,1260.65,UB 533x210x82,UC 305x305x118,82.2,118.0,74.35,90.66,18079.18
4233,3,3,3,3.17,7.61,4.56,20.61,9.46,9.29,9.51,15.82,19.02,0.8317,Pass,254.43,1570.82,UB 533x210x82,UC 305x305x97,82.2,96.9,65.39,90.6,50757.77
4234,2,1,3,3.93,7.0,4.77,11.24,10.49,21.97,7.86,87.83,15.72,5.5871,Fail,470.32,611.76,UB 533x210x82,UC 305x305x118,82.2,118.0,83.02,99.32,16728.17
4235,2,2,3,4.12,4.28,7.9,18.0,6.37,19.64,8.24,45.47,16.48,2.7589,Fail,256.36,858.48,UB 406x178x54,UC 305x305x118,54.3,118.0,85.52,84.44,23107.76
4236,4,1,1,3.56,4.07,4.55,24.89,2.18,11.0,14.24,81.92,28.48,2.8764,Fail,494.68,882.29,UB 533x210x82,UC 305x305x118,82.2,118.0,87.32,97.91,12389.79
4237,1,2,3,4.5,6.99,5.19,25.37,8.21,3.93,4.5,4.27,9.0,0.4743,Pass,239.0,619.92,UB 457x191x67,UC 254x254x73,67.1,73.1,91.43,78.6,10833.87
4238,4,2,3,4.48,6.94,5.02,8.4,11.06,20.88,17.92,256.86,35.84,7.1668,Fail,801.52,1376.26,UB 610x229x101,UC 305x305x118,101.2,118.0,101.2,212.16,66138.08
4239,5,2,1,3.08,6.33,4.21,19.17,12.73,22.96,15.4,109.48,30.8,3.5546,Fail,581.84,1916.97,UB 610x229x101,UC 305x305x118,101.2,118.0,73.47,165.92,30105.9
4240,3,1,3,3.05,4.92,7.19,28.94,8.59,5.16,9.15,14.78,18.3,0.8079,Pass,250.71,1577.16,UB 406x178x54,UC 305x305x97,54.3,96.9,83.64,85.39,17326.46
4241,4,1,1,3.56,4.72,5.06,29.66,9.27,22.35,14.24,177.44,28.48,6.2303,Fail,991.96,1490.68,UB 610x229x101,UC 305x305x118,101.2,118.0,125.25,189.99,14639.17
4242,5,3,3,3.88,7.84,7.32,13.96,3.07,16.97,19.4,139.58,38.8,3.5974,Fail,478.45,1821.83,UB 533x210x82,UC 305x305x118,82.2,118.0,84.46,148.25,111396.32
4243,3,3,3,3.1,6.83,6.34,12.84,12.61,16.42,9.3,24.11,18.6,1.2965,Fail,221.2,1469.81,UB 457x191x67,UC 305x305x97,67.1,96.9,64.64,90.53,46232.17
4244,3,2,2,3.38,5.29,4.95,19.6,2.39,1.81,10.14,4.51,20.28,0.2222,Pass,87.81,973.36,UB 305x165x40,UC 203x203x60,40.5,60.0,89.76,95.58,12940.56
4245,3,1,2,4.31,7.91,7.52,23.44,6.88,13.46,12.93,163.27,25.86,6.3134,Fail,674.99,1647.57,UB 610x229x101,UC 305x305x118,101.2,118.0,85.23,152.99,25491.16
4246,3,2,2,4.34,7.15,6.01,16.75,8.34,17.19,13.02,117.65,26.04,4.5179,Fail,469.27,1471.58,UB 533x210x82,UC 305x305x118,82.2,118.0,82.84,139.87,33298.78
4247,1,1,3,3.45,5.81,4.17,28.33,10.83,5.71,3.45,3.58,6.9,0.5186,Pass,126.04,406.26,UB 406x178x54,UC 203x203x60,54.3,60.0,96.26,98.14,4276.52
4248,4,1,3,4.43,7.61,6.97,27.69,11.07,1.43,17.72,31.02,35.44,0.8754,Pass,282.67,2400.89,UB 533x210x82,UC 305x305x118,82.2,118.0,84.29,116.92,40486.77
4249,3,3,1,3.69,7.6,4.13,20.88,5.14,17.53,11.07,49.61,22.14,2.2405,Fail,308.02,1060.53,UB 457x191x67,UC 305x305x97,67.1,96.9,91.06,99.17,21086.22
4250,4,1,3,3.37,5.65,4.89,12.45,11.7,14.69,13.48,106.0,26.96,3.9319,Fail,593.22,1289.89,UB 610x229x101,UC 305x305x118,101.2,118.0,74.9,124.66,33750.43
4251,2,3,3,3.13,7.54,5.4,13.09,4.31,8.63,6.26,6.91,12.52,0.5516,Pass,140.45,643.59,UB 406x178x54,UC 203x203x60,54.3,60.0,93.48,93.37,22873.01
4252,2,3,3,4.07,6.67,4.8,8.14,9.3,9.99,8.14,18.72,16.28,1.1496,Fail,138.22,593.07,UB 406x178x54,UC 254x254x73,54.3,73.1,64.86,73.59,24468.25
4253,5,2,1,4.44,6.72,5.69,27.11,8.77,12.7,22.2,219.0,44.4,4.9325,Fail,694.42,2413.16,UB 610x229x101,UC 305x305x118,101.2,118.0,87.68,206.23,37956.3
4254,3,2,3,3.7,6.77,5.46,15.4,7.41,21.49,11.1,82.06,22.2,3.6966,Fail,414.37,1213.84,UB 533x210x82,UC 305x305x118,82.2,118.0,73.15,120.62,41191.38
4255,4,3,3,4.34,7.92,6.26,15.51,11.7,9.7,17.36,80.38,34.72,2.3151,Fail,353.35,2239.53,UB 533x210x82,UC 305x305x118,82.2,118.0,66.7,123.69,88724.29
4256,4,3,1,3.51,7.53,5.25,22.39,3.52,22.66,14.04,87.94,28.08,3.1316,Fail,434.36,1466.2,UB 533x210x82,UC 305x305x118,82.2,118.0,76.67,122.34,35013.74
